GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,YEAR.id,GOVTAX.id,GOVTAX.display-label,AMOUNT
0400000US02,02,Alaska,,2015,01121223,Insurance Premiums Sales Tax,66456
0400000US02,02,Alaska,,2015,01121224,Motor Fuels Sales Tax,42003
0400000US02,02,Alaska,,2015,01121225,Pari-mutuels Sales Tax,
0400000US02,02,Alaska,,2015,01121226,Public Utilities Sales Tax,4200
0400000US02,02,Alaska,,2015,01121227,Tobacco Products Sales Tax,65823
0400000US02,02,Alaska,,2015,01121229,Other Selective Sales and Gross Receipts Taxes,28509
0400000US02,02,Alaska,,2015,0112123,License Taxes,146846
0400000US02,02,Alaska,,2015,01121231,Alcoholic Beverages License,1845
0400000US02,02,Alaska,,2015,01121232,Amusements License,21
0400000US02,02,Alaska,,2015,01121233,Corporations in General License,0
0400000US02,02,Alaska,,2015,01121234,Hunting and Fishing License,28713
0400000US02,02,Alaska,,2015,01121235,Motor Vehicle License,60460
0400000US02,02,Alaska,,2015,01121236,Motor Vehicle Operators License,0
0400000US02,02,Alaska,,2015,01121237,Public Utilities License,866
0400000US02,02,Alaska,,2015,01121238,"Occupation and Business License, NEC",44663
0400000US02,02,Alaska,,2015,01121239,Other License Taxes,10278
0400000US02,02,Alaska,,2015,0112124,Income Taxes,227852
0400000US02,02,Alaska,,2015,01121241,Individual Income Taxes,
0400000US02,02,Alaska,,2015,01121242,Corporations Net Income Taxes,227852
0400000US02,02,Alaska,,2015,0112125,Other Taxes,105233
0400000US02,02,Alaska,,2015,0112126,Death and Gift Taxes,0
0400000US02,02,Alaska,,2015,0112127,Documentarty and Stock Transfer Taxes,
0400000US02,02,Alaska,,2015,0112128,Severance Taxes,105233
0400000US02,02,Alaska,,2015,0112129,"Taxes, NEC",0
0400000US04,04,Arizona,,2015,01121,Total Taxes,14082100
0400000US04,04,Arizona,,2015,011211,Property Taxes,882643
0400000US04,04,Arizona,,2015,011212,Sales and Gross Receipts Taxes,8246393
0400000US04,04,Arizona,,2015,0112121,General Sales and Gross Receipts Taxes,6466167
0400000US04,04,Arizona,,2015,0112122,Selective Sales and Gross Receipts Taxes,1780226
0400000US04,04,Arizona,,2015,01121221,Alcoholic Beverages Sales Tax,71270
0400000US04,04,Arizona,,2015,01121222,Amusements Sales Tax,580
0400000US04,04,Arizona,,2015,01121223,Insurance Premiums Sales Tax,466788
0400000US04,04,Arizona,,2015,01121224,Motor Fuels Sales Tax,753814
0400000US04,04,Arizona,,2015,01121225,Pari-mutuels Sales Tax,185
0400000US04,04,Arizona,,2015,01121226,Public Utilities Sales Tax,22703
0400000US04,04,Arizona,,2015,01121227,Tobacco Products Sales Tax,314239
0400000US04,04,Arizona,,2015,01121229,Other Selective Sales and Gross Receipts Taxes,150647
0400000US04,04,Arizona,,2015,0112123,License Taxes,458737
0400000US04,04,Arizona,,2015,01121231,Alcoholic Beverages License,6764
0400000US04,04,Arizona,,2015,01121232,Amusements License,0
0400000US04,04,Arizona,,2015,01121233,Corporations in General License,10105
0400000US04,04,Arizona,,2015,01121234,Hunting and Fishing License,34229
0400000US04,04,Arizona,,2015,01121235,Motor Vehicle License,207819
0400000US04,04,Arizona,,2015,01121236,Motor Vehicle Operators License,30534
0400000US04,04,Arizona,,2015,01121237,Public Utilities License,17546
0400000US04,04,Arizona,,2015,01121238,"Occupation and Business License, NEC",148516
0400000US04,04,Arizona,,2015,01121239,Other License Taxes,3224
0400000US04,04,Arizona,,2015,0112124,Income Taxes,4451843
0400000US04,04,Arizona,,2015,01121241,Individual Income Taxes,3760883
0400000US04,04,Arizona,,2015,01121242,Corporations Net Income Taxes,690960
0400000US04,04,Arizona,,2015,0112125,Other Taxes,42484
0400000US04,04,Arizona,,2015,0112126,Death and Gift Taxes,0
0400000US04,04,Arizona,,2015,0112127,Documentarty and Stock Transfer Taxes,17622
0400000US04,04,Arizona,,2015,0112128,Severance Taxes,24862
0400000US04,04,Arizona,,2015,0112129,"Taxes, NEC",0
0400000US05,05,Arkansas,,2015,01121,Total Taxes,9190212
0400000US05,05,Arkansas,,2015,011211,Property Taxes,1088431
0400000US05,05,Arkansas,,2015,011212,Sales and Gross Receipts Taxes,4410340
0400000US05,05,Arkansas,,2015,0112121,General Sales and Gross Receipts Taxes,3182211
0400000US05,05,Arkansas,,2015,0112122,Selective Sales and Gross Receipts Taxes,1228129
0400000US05,05,Arkansas,,2015,01121221,Alcoholic Beverages Sales Tax,53256
0400000US05,05,Arkansas,,2015,01121222,Amusements Sales Tax,47484
0400000US05,05,Arkansas,,2015,01121223,Insurance Premiums Sales Tax,190884
0400000US05,05,Arkansas,,2015,01121224,Motor Fuels Sales Tax,461731
0400000US05,05,Arkansas,,2015,01121225,Pari-mutuels Sales Tax,2791
0400000US05,05,Arkansas,,2015,01121226,Public Utilities Sales Tax,0
0400000US05,05,Arkansas,,2015,01121227,Tobacco Products Sales Tax,225097
0400000US05,05,Arkansas,,2015,01121229,Other Selective Sales and Gross Receipts Taxes,246886
0400000US05,05,Arkansas,,2015,0112123,License Taxes,384306
0400000US05,05,Arkansas,,2015,01121231,Alcoholic Beverages License,4751
0400000US05,05,Arkansas,,2015,01121232,Amusements License,497
0400000US05,05,Arkansas,,2015,01121233,Corporations in General License,27177
0400000US05,05,Arkansas,,2015,01121234,Hunting and Fishing License,24492
0400000US05,05,Arkansas,,2015,01121235,Motor Vehicle License,157628
0400000US05,05,Arkansas,,2015,01121236,Motor Vehicle Operators License,18177
0400000US05,05,Arkansas,,2015,01121237,Public Utilities License,9032
0400000US05,05,Arkansas,,2015,01121238,"Occupation and Business License, NEC",140712
0400000US05,05,Arkansas,,2015,01121239,Other License Taxes,1840
0400000US05,05,Arkansas,,2015,0112124,Income Taxes,3140706
0400000US05,05,Arkansas,,2015,01121241,Individual Income Taxes,2664153
0400000US05,05,Arkansas,,2015,01121242,Corporations Net Income Taxes,476553
0400000US05,05,Arkansas,,2015,0112125,Other Taxes,166429
0400000US05,05,Arkansas,,2015,0112126,Death and Gift Taxes,3
0400000US05,05,Arkansas,,2015,0112127,Documentarty and Stock Transfer Taxes,35508
0400000US05,05,Arkansas,,2015,0112128,Severance Taxes,104383
0400000US05,05,Arkansas,,2015,0112129,"Taxes, NEC",26535
0400000US06,06,California,,2015,01121,Total Taxes,151172643
0400000US06,06,California,,2015,011211,Property Taxes,2315507
0400000US06,06,California,,2015,011212,Sales and Gross Receipts Taxes,52347262
0400000US06,06,California,,2015,0112121,General Sales and Gross Receipts Taxes,38464704
0400000US06,06,California,,2015,0112122,Selective Sales and Gross Receipts Taxes,13882558
0400000US06,06,California,,2015,01121221,Alcoholic Beverages Sales Tax,357373
0400000US06,06,California,,2015,01121222,Amusements Sales Tax,0
0400000US06,06,California,,2015,01121223,Insurance Premiums Sales Tax,2444573
0400000US06,06,California,,2015,01121224,Motor Fuels Sales Tax,5711160
0400000US06,06,California,,2015,01121225,Pari-mutuels Sales Tax,14009
0400000US06,06,California,,2015,01121226,Public Utilities Sales Tax,627030
0400000US06,06,California,,2015,01121227,Tobacco Products Sales Tax,832379
0400000US06,06,California,,2015,01121229,Other Selective Sales and Gross Receipts Taxes,3896034
0400000US06,06,California,,2015,0112123,License Taxes,9421978
0400000US06,06,California,,2015,01121231,Alcoholic Beverages License,56512
0400000US06,06,California,,2015,01121232,Amusements License,19466
0400000US06,06,California,,2015,01121233,Corporations in General License,66966
0400000US06,06,California,,2015,01121234,Hunting and Fishing License,103499
0400000US06,06,California,,2015,01121235,Motor Vehicle License,3860058
0400000US06,06,California,,2015,01121236,Motor Vehicle Operators License,308834
0400000US06,06,California,,2015,01121237,Public Utilities License,474429
0400000US06,06,California,,2015,01121238,"Occupation and Business License, NEC",4527845
0400000US06,06,California,,2015,01121239,Other License Taxes,4369
0400000US06,06,California,,2015,0112124,Income Taxes,86936733
0400000US06,06,California,,2015,01121241,Individual Income Taxes,77929551
0400000US06,06,California,,2015,01121242,Corporations Net Income Taxes,9007182
0400000US06,06,California,,2015,0112125,Other Taxes,151163
0400000US06,06,California,,2015,0112126,Death and Gift Taxes,0
0400000US06,06,California,,2015,0112127,Documentarty and Stock Transfer Taxes,0
0400000US06,06,California,,2015,0112128,Severance Taxes,69960
0400000US06,06,California,,2015,0112129,"Taxes, NEC",81203
0400000US08,08,Colorado,,2015,01121,Total Taxes,12810632
0400000US08,08,Colorado,,2015,011211,Property Taxes,
0400000US08,08,Colorado,,2015,011212,Sales and Gross Receipts Taxes,4788704
0400000US08,08,Colorado,,2015,0112121,General Sales and Gross Receipts Taxes,2817773
0400000US08,08,Colorado,,2015,0112122,Selective Sales and Gross Receipts Taxes,1970931
0400000US08,08,Colorado,,2015,01121221,Alcoholic Beverages Sales Tax,41308
0400000US08,08,Colorado,,2015,01121222,Amusements Sales Tax,110105
0400000US08,08,Colorado,,2015,01121223,Insurance Premiums Sales Tax,257795
0400000US08,08,Colorado,,2015,01121224,Motor Fuels Sales Tax,667948
0400000US08,08,Colorado,,2015,01121225,Pari-mutuels Sales Tax,615
0400000US08,08,Colorado,,2015,01121226,Public Utilities Sales Tax,11412
0400000US08,08,Colorado,,2015,01121227,Tobacco Products Sales Tax,197017
0400000US08,08,Colorado,,2015,01121229,Other Selective Sales and Gross Receipts Taxes,684731
0400000US08,08,Colorado,,2015,0112123,License Taxes,680767
0400000US08,08,Colorado,,2015,01121231,Alcoholic Beverages License,6903
0400000US08,08,Colorado,,2015,01121232,Amusements License,754
0400000US08,08,Colorado,,2015,01121233,Corporations in General License,17400
0400000US08,08,Colorado,,2015,01121234,Hunting and Fishing License,75758
0400000US08,08,Colorado,,2015,01121235,Motor Vehicle License,490175
0400000US08,08,Colorado,,2015,01121236,Motor Vehicle Operators License,33055
0400000US08,08,Colorado,,2015,01121237,Public Utilities License,13529
0400000US08,08,Colorado,,2015,01121238,"Occupation and Business License, NEC",42881
0400000US08,08,Colorado,,2015,01121239,Other License Taxes,312
0400000US08,08,Colorado,,2015,0112124,Income Taxes,7048478
0400000US08,08,Colorado,,2015,01121241,Individual Income Taxes,6375248
0400000US08,08,Colorado,,2015,01121242,Corporations Net Income Taxes,673230
0400000US08,08,Colorado,,2015,0112125,Other Taxes,292683
0400000US08,08,Colorado,,2015,0112126,Death and Gift Taxes,0
0400000US08,08,Colorado,,2015,0112127,Documentarty and Stock Transfer Taxes,0
0400000US08,08,Colorado,,2015,0112128,Severance Taxes,292683
0400000US08,08,Colorado,,2015,0112129,"Taxes, NEC",0
0400000US09,09,Connecticut,,2015,01121,Total Taxes,16231958
0400000US09,09,Connecticut,,2015,011211,Property Taxes,
0400000US09,09,Connecticut,,2015,011212,Sales and Gross Receipts Taxes,6562147
0400000US09,09,Connecticut,,2015,0112121,General Sales and Gross Receipts Taxes,4082787
0400000US09,09,Connecticut,,2015,0112122,Selective Sales and Gross Receipts Taxes,2479360
0400000US09,09,Connecticut,,2015,01121221,Alcoholic Beverages Sales Tax,61612
0400000US09,09,Connecticut,,2015,01121222,Amusements Sales Tax,307841
0400000US09,09,Connecticut,,2015,01121223,Insurance Premiums Sales Tax,189362
0400000US09,09,Connecticut,,2015,01121224,Motor Fuels Sales Tax,481825
0400000US09,09,Connecticut,,2015,01121225,Pari-mutuels Sales Tax,6876
0400000US09,09,Connecticut,,2015,01121226,Public Utilities Sales Tax,290336
0400000US09,09,Connecticut,,2015,01121227,Tobacco Products Sales Tax,357944
0400000US09,09,Connecticut,,2015,01121229,Other Selective Sales and Gross Receipts Taxes,783564
0400000US09,09,Connecticut,,2015,0112123,License Taxes,452687
0400000US09,09,Connecticut,,2015,01121231,Alcoholic Beverages License,9040
0400000US09,09,Connecticut,,2015,01121232,Amusements License,232
0400000US09,09,Connecticut,,2015,01121233,Corporations in General License,27828
0400000US09,09,Connecticut,,2015,01121234,Hunting and Fishing License,5116
0400000US09,09,Connecticut,,2015,01121235,Motor Vehicle License,219903
0400000US09,09,Connecticut,,2015,01121236,Motor Vehicle Operators License,49256
0400000US09,09,Connecticut,,2015,01121237,Public Utilities License,676
0400000US09,09,Connecticut,,2015,01121238,"Occupation and Business License, NEC",135825
0400000US09,09,Connecticut,,2015,01121239,Other License Taxes,4811
0400000US09,09,Connecticut,,2015,0112124,Income Taxes,8871756
0400000US09,09,Connecticut,,2015,01121241,Individual Income Taxes,8182071
0400000US09,09,Connecticut,,2015,01121242,Corporations Net Income Taxes,689685
0400000US09,09,Connecticut,,2015,0112125,Other Taxes,345368
0400000US09,09,Connecticut,,2015,0112126,Death and Gift Taxes,160712
0400000US09,09,Connecticut,,2015,0112127,Documentarty and Stock Transfer Taxes,184030
0400000US09,09,Connecticut,,2015,0112128,Severance Taxes,0
0400000US09,09,Connecticut,,2015,0112129,"Taxes, NEC",626
0400000US10,10,Delaware,,2015,01121,Total Taxes,3513916
0400000US10,10,Delaware,,2015,011211,Property Taxes,
0400000US10,10,Delaware,,2015,011212,Sales and Gross Receipts Taxes,498557
0400000US10,10,Delaware,,2015,0112121,General Sales and Gross Receipts Taxes,
0400000US10,10,Delaware,,2015,0112122,Selective Sales and Gross Receipts Taxes,498557
0400000US10,10,Delaware,,2015,01121221,Alcoholic Beverages Sales Tax,20708
0400000US10,10,Delaware,,2015,01121222,Amusements Sales Tax,0
0400000US10,10,Delaware,,2015,01121223,Insurance Premiums Sales Tax,93763
0400000US10,10,Delaware,,2015,01121224,Motor Fuels Sales Tax,117401
0400000US10,10,Delaware,,2015,01121225,Pari-mutuels Sales Tax,71
0400000US10,10,Delaware,,2015,01121226,Public Utilities Sales Tax,56644
0400000US10,10,Delaware,,2015,01121227,Tobacco Products Sales Tax,102695
0400000US10,10,Delaware,,2015,01121229,Other Selective Sales and Gross Receipts Taxes,107275
0400000US10,10,Delaware,,2015,0112123,License Taxes,1389894
0400000US10,10,Delaware,,2015,01121231,Alcoholic Beverages License,1910
0400000US10,10,Delaware,,2015,01121232,Amusements License,305
0400000US10,10,Delaware,,2015,01121233,Corporations in General License,1206182
0400000US10,10,Delaware,,2015,01121234,Hunting and Fishing License,3316
0400000US10,10,Delaware,,2015,01121235,Motor Vehicle License,54663
0400000US10,10,Delaware,,2015,01121236,Motor Vehicle Operators License,5681
0400000US10,10,Delaware,,2015,01121237,Public Utilities License,0
0400000US10,10,Delaware,,2015,01121238,"Occupation and Business License, NEC",112096
0400000US10,10,Delaware,,2015,01121239,Other License Taxes,5741
0400000US10,10,Delaware,,2015,0112124,Income Taxes,1540994
0400000US10,10,Delaware,,2015,01121241,Individual Income Taxes,1140248
0400000US10,10,Delaware,,2015,01121242,Corporations Net Income Taxes,400746
0400000US10,10,Delaware,,2015,0112125,Other Taxes,84471
0400000US10,10,Delaware,,2015,0112126,Death and Gift Taxes,5846
0400000US10,10,Delaware,,2015,0112127,Documentarty and Stock Transfer Taxes,77590
0400000US10,10,Delaware,,2015,0112128,Severance Taxes,0
0400000US10,10,Delaware,,2015,0112129,"Taxes, NEC",1035
0400000US11,11,District of Columbia,,2015,01121,Total Taxes,7087455
0400000US11,11,District of Columbia,,2015,011211,Property Taxes,2251724
0400000US11,11,District of Columbia,,2015,011212,Sales and Gross Receipts Taxes,1747326
0400000US11,11,District of Columbia,,2015,0112121,General Sales and Gross Receipts Taxes,1310489
0400000US11,11,District of Columbia,,2015,0112122,Selective Sales and Gross Receipts Taxes,436837
0400000US11,11,District of Columbia,,2015,01121221,Alcoholic Beverages Sales Tax,6244
0400000US11,11,District of Columbia,,2015,01121222,Amusements Sales Tax,
0400000US11,11,District of Columbia,,2015,01121223,Insurance Premiums Sales Tax,106407
0400000US11,11,District of Columbia,,2015,01121224,Motor Fuels Sales Tax,26144
0400000US11,11,District of Columbia,,2015,01121225,Pari-mutuels Sales Tax,
0400000US11,11,District of Columbia,,2015,01121226,Public Utilities Sales Tax,202057
0400000US11,11,District of Columbia,,2015,01121227,Tobacco Products Sales Tax,31492
0400000US11,11,District of Columbia,,2015,01121229,Other Selective Sales and Gross Receipts Taxes,64493
0400000US11,11,District of Columbia,,2015,0112123,License Taxes,162700
0400000US11,11,District of Columbia,,2015,01121231,Alcoholic Beverages License,4929
0400000US11,11,District of Columbia,,2015,01121232,Amusements License,
0400000US11,11,District of Columbia,,2015,01121233,Corporations in General License,34942
0400000US11,11,District of Columbia,,2015,01121234,Hunting and Fishing License,94
0400000US11,11,District of Columbia,,2015,01121235,Motor Vehicle License,37649
0400000US11,11,District of Columbia,,2015,01121236,Motor Vehicle Operators License,4363
0400000US11,11,District of Columbia,,2015,01121237,Public Utilities License,
0400000US11,11,District of Columbia,,2015,01121238,"Occupation and Business License, NEC",38465
0400000US11,11,District of Columbia,,2015,01121239,Other License Taxes,42258
0400000US11,11,District of Columbia,,2015,0112124,Income Taxes,2316727
0400000US11,11,District of Columbia,,2015,01121241,Individual Income Taxes,1868468
0400000US11,11,District of Columbia,,2015,01121242,Corporations Net Income Taxes,448259
0400000US11,11,District of Columbia,,2015,0112125,Other Taxes,608978
0400000US11,11,District of Columbia,,2015,0112126,Death and Gift Taxes,48274
0400000US11,11,District of Columbia,,2015,0112127,Documentarty and Stock Transfer Taxes,480592
0400000US11,11,District of Columbia,,2015,0112128,Severance Taxes,
0400000US11,11,District of Columbia,,2015,0112129,"Taxes, NEC",80112
0400000US12,12,Florida,,2015,01121,Total Taxes,37217759
0400000US12,12,Florida,,2015,011211,Property Taxes,70
0400000US12,12,Florida,,2015,011212,Sales and Gross Receipts Taxes,30336315
0400000US12,12,Florida,,2015,0112121,General Sales and Gross Receipts Taxes,21800895
0400000US12,12,Florida,,2015,0112122,Selective Sales and Gross Receipts Taxes,8535420
0400000US12,12,Florida,,2015,01121221,Alcoholic Beverages Sales Tax,459019
0400000US12,12,Florida,,2015,01121222,Amusements Sales Tax,198094
0400000US12,12,Florida,,2015,01121223,Insurance Premiums Sales Tax,690160
0400000US12,12,Florida,,2015,01121224,Motor Fuels Sales Tax,2481760
0400000US12,12,Florida,,2015,01121225,Pari-mutuels Sales Tax,7401
0400000US12,12,Florida,,2015,01121226,Public Utilities Sales Tax,2689490
0400000US12,12,Florida,,2015,01121227,Tobacco Products Sales Tax,1192906
0400000US12,12,Florida,,2015,01121229,Other Selective Sales and Gross Receipts Taxes,816590
0400000US12,12,Florida,,2015,0112123,License Taxes,2138834
0400000US12,12,Florida,,2015,01121231,Alcoholic Beverages License,8515
0400000US12,12,Florida,,2015,01121232,Amusements License,14000
0400000US12,12,Florida,,2015,01121233,Corporations in General License,309821
0400000US12,12,Florida,,2015,01121234,Hunting and Fishing License,17303
0400000US12,12,Florida,,2015,01121235,Motor Vehicle License,1381688
0400000US12,12,Florida,,2015,01121236,Motor Vehicle Operators License,155703
0400000US12,12,Florida,,2015,01121237,Public Utilities License,25316
0400000US12,12,Florida,,2015,01121238,"Occupation and Business License, NEC",216891
0400000US12,12,Florida,,2015,01121239,Other License Taxes,9597
0400000US12,12,Florida,,2015,0112124,Income Taxes,2237500
0400000US12,12,Florida,,2015,01121241,Individual Income Taxes,
0400000US12,12,Florida,,2015,01121242,Corporations Net Income Taxes,2237500
0400000US12,12,Florida,,2015,0112125,Other Taxes,2505040
0400000US12,12,Florida,,2015,0112126,Death and Gift Taxes,410
0400000US12,12,Florida,,2015,0112127,Documentarty and Stock Transfer Taxes,2467410
0400000US12,12,Florida,,2015,0112128,Severance Taxes,37220
0400000US12,12,Florida,,2015,0112129,"Taxes, NEC",0
0400000US13,13,Georgia,,2015,01121,Total Taxes,19723730
0400000US13,13,Georgia,,2015,011211,Property Taxes,862493
0400000US13,13,Georgia,,2015,011212,Sales and Gross Receipts Taxes,7555865
0400000US13,13,Georgia,,2015,0112121,General Sales and Gross Receipts Taxes,5256592
0400000US13,13,Georgia,,2015,0112122,Selective Sales and Gross Receipts Taxes,2299273
0400000US13,13,Georgia,,2015,01121221,Alcoholic Beverages Sales Tax,184374
0400000US13,13,Georgia,,2015,01121222,Amusements Sales Tax,
0400000US13,13,Georgia,,2015,01121223,Insurance Premiums Sales Tax,419653
0400000US13,13,Georgia,,2015,01121224,Motor Fuels Sales Tax,1025819
0400000US13,13,Georgia,,2015,01121225,Pari-mutuels Sales Tax,0
0400000US13,13,Georgia,,2015,01121226,Public Utilities Sales Tax,0
0400000US13,13,Georgia,,2015,01121227,Tobacco Products Sales Tax,215055
0400000US13,13,Georgia,,2015,01121229,Other Selective Sales and Gross Receipts Taxes,454372
0400000US13,13,Georgia,,2015,0112123,License Taxes,626088
0400000US13,13,Georgia,,2015,01121231,Alcoholic Beverages License,3972
0400000US13,13,Georgia,,2015,01121232,Amusements License,
0400000US13,13,Georgia,,2015,01121233,Corporations in General License,39094
0400000US13,13,Georgia,,2015,01121234,Hunting and Fishing License,23867
0400000US13,13,Georgia,,2015,01121235,Motor Vehicle License,351212
0400000US13,13,Georgia,,2015,01121236,Motor Vehicle Operators License,102248
0400000US13,13,Georgia,,2015,01121237,Public Utilities License,
0400000US13,13,Georgia,,2015,01121238,"Occupation and Business License, NEC",82893
0400000US13,13,Georgia,,2015,01121239,Other License Taxes,22802
0400000US13,13,Georgia,,2015,0112124,Income Taxes,10679060
0400000US13,13,Georgia,,2015,01121241,Individual Income Taxes,9678524
0400000US13,13,Georgia,,2015,01121242,Corporations Net Income Taxes,1000536
0400000US13,13,Georgia,,2015,0112125,Other Taxes,224
0400000US13,13,Georgia,,2015,0112126,Death and Gift Taxes,
0400000US13,13,Georgia,,2015,0112127,Documentarty and Stock Transfer Taxes,224
0400000US13,13,Georgia,,2015,0112128,Severance Taxes,
0400000US13,13,Georgia,,2015,0112129,"Taxes, NEC",0
0400000US15,15,Hawaii,,2015,01121,Total Taxes,6485563
0400000US15,15,Hawaii,,2015,011211,Property Taxes,
0400000US15,15,Hawaii,,2015,011212,Sales and Gross Receipts Taxes,4082196
0400000US15,15,Hawaii,,2015,0112121,General Sales and Gross Receipts Taxes,2992707
0400000US15,15,Hawaii,,2015,0112122,Selective Sales and Gross Receipts Taxes,1089489
0400000US15,15,Hawaii,,2015,01121221,Alcoholic Beverages Sales Tax,50281
0400000US15,15,Hawaii,,2015,01121222,Amusements Sales Tax,0
0400000US15,15,Hawaii,,2015,01121223,Insurance Premiums Sales Tax,150872
0400000US15,15,Hawaii,,2015,01121224,Motor Fuels Sales Tax,93066
0400000US15,15,Hawaii,,2015,01121225,Pari-mutuels Sales Tax,0
0400000US15,15,Hawaii,,2015,01121226,Public Utilities Sales Tax,163481
0400000US15,15,Hawaii,,2015,01121227,Tobacco Products Sales Tax,129659
0400000US15,15,Hawaii,,2015,01121229,Other Selective Sales and Gross Receipts Taxes,502130
0400000US15,15,Hawaii,,2015,0112123,License Taxes,252431
0400000US15,15,Hawaii,,2015,01121231,Alcoholic Beverages License,0
0400000US15,15,Hawaii,,2015,01121232,Amusements License,0
0400000US15,15,Hawaii,,2015,01121233,Corporations in General License,1647
0400000US15,15,Hawaii,,2015,01121234,Hunting and Fishing License,514
0400000US15,15,Hawaii,,2015,01121235,Motor Vehicle License,178663
0400000US15,15,Hawaii,,2015,01121236,Motor Vehicle Operators License,272
0400000US15,15,Hawaii,,2015,01121237,Public Utilities License,20755
0400000US15,15,Hawaii,,2015,01121238,"Occupation and Business License, NEC",39372
0400000US15,15,Hawaii,,2015,01121239,Other License Taxes,11208
0400000US15,15,Hawaii,,2015,0112124,Income Taxes,2060164
0400000US15,15,Hawaii,,2015,01121241,Individual Income Taxes,1987915
0400000US15,15,Hawaii,,2015,01121242,Corporations Net Income Taxes,72249
0400000US15,15,Hawaii,,2015,0112125,Other Taxes,90772
0400000US15,15,Hawaii,,2015,0112126,Death and Gift Taxes,12071
0400000US15,15,Hawaii,,2015,0112127,Documentarty and Stock Transfer Taxes,78701
0400000US15,15,Hawaii,,2015,0112128,Severance Taxes,0
0400000US15,15,Hawaii,,2015,0112129,"Taxes, NEC",0
0400000US16,16,Idaho,,2015,01121,Total Taxes,3975445
0400000US16,16,Idaho,,2015,011211,Property Taxes,
0400000US16,16,Idaho,,2015,011212,Sales and Gross Receipts Taxes,1940708
0400000US16,16,Idaho,,2015,0112121,General Sales and Gross Receipts Taxes,1463802
0400000US16,16,Idaho,,2015,0112122,Selective Sales and Gross Receipts Taxes,476906
0400000US16,16,Idaho,,2015,01121221,Alcoholic Beverages Sales Tax,8937
0400000US16,16,Idaho,,2015,01121222,Amusements Sales Tax,0
0400000US16,16,Idaho,,2015,01121223,Insurance Premiums Sales Tax,84498
0400000US16,16,Idaho,,2015,01121224,Motor Fuels Sales Tax,258993
0400000US16,16,Idaho,,2015,01121225,Pari-mutuels Sales Tax,3511
0400000US16,16,Idaho,,2015,01121226,Public Utilities Sales Tax,1918
0400000US16,16,Idaho,,2015,01121227,Tobacco Products Sales Tax,48408
0400000US16,16,Idaho,,2015,01121229,Other Selective Sales and Gross Receipts Taxes,70641
